#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-12-07T20:02:09 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-07T20:02:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_RAJ,_DEJ&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/50/catalog&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=B-V&-out=SpType&-out=NoteFlag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	NoteFlag	(A1)	[*] a star indicates that there is a note (see file notes)	[ucd=meta.note]
_RAJ2000|_DEJ2000|HR|Name|HD|ADS|VarID|RAJ2000|DEJ2000|Vmag|B-V|SpType|NoteFlag
321.610833|-65.366111|8181|   Gam Pav|203608|     |13689    |21 26 26.6|-65 21 58| 4.22| 0.49|  F6V               |
320.674583|+30.309722|8182|          |203630|     |         |21 22 41.9|+30 18 35| 6.05| 1.08|  K1III             |
321.040000|-20.851944|8183| 33    Cap|203638|     |13683    |21 24 09.6|-20 51 07| 5.41| 1.16|  K0III             |*
321.032917|-22.746944|8184|          |203639|     |         |21 24 07.9|-22 44 49| 6.38| 1.02| gK0                |
320.501667|+49.388889|8185|          |203644|     |         |21 22 00.4|+49 23 20| 5.69| 1.10|  K0III             |
320.695417|+38.634167|8186|          |203696|     |         |21 22 46.9|+38 38 03| 6.63| 0.01|  A1V               |
321.047917|-12.878056|8187| 18    Aqr|203705|     |13684    |21 24 11.5|-12 52 41| 5.49| 0.29|  F1V               |
321.564167|-54.660556|8188|   Gam Ind|203760|     |13692    |21 26 15.4|-54 39 38| 6.12| 0.34|  F1III             |
320.845833|+37.406667|8189|          |203784|     |         |21 23 23.0|+37 24 24| 6.58|     |  F6II-III          |*
320.995000|+24.274167|8190|          |203803|     |         |21 23 58.8|+24 16 27| 5.71| 0.32|  F1IV              |
321.102500|+10.174167|8191|          |203842|     |         |21 24 24.6|+10 10 27| 6.35| 0.47|  F5III             |*
321.215417| -3.398333|8192| 20    Aqr|203843|     |         |21 24 51.7|-03 23 54| 6.36| 0.33|  F0III             |
320.951250|+37.351389|8193|          |203857|     |         |21 23 48.3|+37 21 05| 6.47|     |  K5                |*
321.030833|+25.312222|8194|          |203858|14943|         |21 24 07.4|+25 18 44| 6.15|     |  A2V               |*
321.304583| -9.748611|8195| 19    Aqr|203875|     |         |21 25 13.1|-09 44 55| 5.70| 0.20|  F0IV              |
322.187083|-69.505278|8196|          |203881|     |SX Pav   |21 28 44.9|-69 30 19| 5.34| 1.55|  M5III             |*
321.096250|+24.528889|8197|          |203886|     |         |21 24 23.1|+24 31 44| 6.32| 1.04|  K0III             |
321.141667|+26.174444|8198|          |203925|     |         |21 24 34.0|+26 10 28| 5.68| 0.31|  A8III             |*
321.320833| -3.556667|8199| 21    Aqr|203926|     |         |21 25 17.0|-03 33 24| 5.49| 1.46|  K4III             |
321.595417|-37.829444|8200|          |203949|     |         |21 26 22.9|-37 49 46| 5.63| 1.19|  K2III             |
323.335833|-80.039167|8201|          |203955|     |         |21 33 20.6|-80 02 21| 6.47| 0.04|  A0V               |
321.756667|-42.547778|8202|          |204018|     |         |21 27 01.6|-42 32 52| 5.51| 0.39|  Am                |
321.464583| +0.534444|8203|          |204041|     |         |21 25 51.5|+00 32 04| 6.46| 0.16|  A1IV              |
321.666667|-22.411389|8204| 34Zet Cap|204075|14971|         |21 26 40.0|-22 24 41| 3.74| 1.00|  G4Ib              |*
321.617083| +1.103333|8205|          |204121|     |         |21 26 28.1|+01 06 12| 6.13| 0.44|  F5V               |
321.231250|+49.323333|8206|          |204131|14962|V1934 Cyg|21 24 55.5|+49 19 24| 6.58|-0.03|  B9pSi:Cr:Sr:      |
321.811667|-21.196111|8207| 35    Cap|204139|     |         |21 27 14.8|-21 11 46| 5.78| 1.44|  K5III             |*
321.331667|+46.714444|8208|          |204153|     |         |21 25 19.6|+46 42 52| 5.60| 0.32|  F0V               |
321.445833|+36.667500|8209| 69    Cyg|204172|14969|         |21 25 47.0|+36 40 03| 5.94|-0.08|  B0Ib              |*
321.611250|+19.375556|8210|          |204188|     |IK Peg   |21 26 26.7|+19 22 32| 6.07| 0.22|  A8m               |*
322.251250|-53.705833|8211|          |204228|     |         |21 29 00.3|-53 42 21| 6.39| 1.14|  K2IIICNIb         |
322.057917|-11.568333|8212|          |204363|     |         |21 28 13.9|-11 34 06| 6.61| 0.49|  F3V               |
322.180833|-21.807222|8213| 36    Cap|204381|     |         |21 28 43.4|-21 48 26| 4.51| 0.91|  G5III             |*
322.265833|-31.238611|8214|  5    PsA|204394|     |         |21 29 03.8|-31 14 19| 6.50| 0.03|  A0                |
321.839167|+37.116667|8215| 70    Cyg|204403|     |         |21 27 21.4|+37 07 00| 5.31|-0.14|  B3V               |*
321.715000|+48.835000|8216|          |204411|     |13718    |21 26 51.6|+48 50 06| 5.31| 0.07|  A6pCrEu:          |*
321.917083|+27.608611|8217| 35    Vul|204414|     |         |21 27 40.1|+27 36 31| 5.41| 0.04|  A1V               |
321.687500|+52.898611|8218|          |204428|     |         |21 26 45.0|+52 53 55| 6.03|-0.12|  B6V               |
322.103333| +8.195556|8219|          |204445|     |13727    |21 28 24.8|+08 11 44| 6.40| 1.64|  M1                |*
322.034583|+32.225278|8220|          |204485|     |         |21 28 08.3|+32 13 31| 5.80| 0.32|  F0V               |*
322.249583|+17.905833|8221|          |204560|     |13738    |21 28 59.9|+17 54 21| 6.44| 1.39|  K5                |
322.498333|-19.147778|8222|          |204577|     |         |21 29 59.6|-19 08 52| 6.57| 0.41|  F0V               |
322.249583|+22.179444|8223|          |204585|     |13740    |21 28 59.9|+22 10 46| 5.93| 1.53|  M4.5III-IIIa      |
321.855417|+59.750000|8224|          |204599|14998|13729    |21 27 25.3|+59 45 00| 6.10| 1.75|  M3IIIaBa0.2       |*
322.487083|+23.638889|8225|  2    Peg|204724|15027|         |21 29 56.9|+23 38 20| 4.57| 1.62|  M1+III            |
322.219583|+55.418611|8226|          |204754|     |13745    |21 28 52.7|+55 25 07| 6.12| 0.14|  B8III             |
321.942083|+66.809167|8227|  7    Cep|204770|     |         |21 27 46.1|+66 48 33| 5.44|-0.11|  B7V               |
322.362500|+46.540556|8228| 71    Cyg|204771|     |         |21 29 27.0|+46 32 26| 5.24| 0.97|  K0-III            |
323.024583|-41.179167|8229|   Xi  Gru|204783|     |         |21 32 05.9|-41 10 45| 5.29| 1.10|  K0III             |
323.060833|-33.944722|8230|  6    PsA|204854|     |13762    |21 32 14.6|-33 56 41| 5.97| 0.05|  A2IV              |
322.790000|+12.137500|8231|          |204862|     |         |21 31 09.6|+12 08 15| 6.08|-0.05|  B9.5V             |
322.889583| -5.571111|8232| 22Bet Aqr|204867|15050|         |21 31 33.5|-05 34 16| 2.91| 0.83|  G0Ib              |*
323.323750|-52.737500|8233|          |204873|     |         |21 33 17.7|-52 44 15| 6.41| 1.48|  K4III             |
324.734167|-79.442500|8234|          |204904|     |         |21 38 56.2|-79 26 33| 6.18| 0.46|  F4IV              |
323.138750|-24.590556|8235|          |204943|     |         |21 32 33.3|-24 35 26| 6.43| 0.20|  A7V               |
323.347917|-44.848611|8236|          |204960|     |         |21 33 23.5|-44 50 55| 5.57| 1.04|  K1III             |
322.585000|+52.958056|8237|          |204965|     |         |21 30 20.4|+52 57 29| 6.02| 0.08|  A2Vp              |*
322.165000|+70.560833|8238|  8Bet Cep|205021|15032|Bet Cep  |21 28 39.6|+70 33 39| 3.23|-0.22|  B1IV              |*
321.207083|+80.524722|8239|          |205072|     |         |21 24 49.7|+80 31 29| 5.97| 0.92| gG6                |
323.112917|+23.394444|8240|          |205087|     |13774    |21 32 27.1|+23 23 40| 6.70|-0.09|  B9pSiSrCr         |
323.570833|-42.925000|8241|          |205096|     |         |21 34 17.0|-42 55 30| 6.32| 1.09|  K1IIICNII         |
322.864583|+52.620000|8242|          |205114|     |         |21 31 27.5|+52 37 12| 6.16| 0.90|  G2Ib+B9V          |*
322.747083|+60.459444|8243|          |205139|     |         |21 30 59.3|+60 27 34| 5.53| 0.12|  B1II              |*
323.720833|-29.696111|8244|          |205265|     |         |21 34 53.0|-29 41 46| 6.41|-0.11|  B8III             |
323.712500|-20.084444|8245| 37    Cap|205289|     |         |21 34 51.0|-20 05 04| 5.69| 0.40|  F1V               |
323.235833|+49.977778|8246|          |205314|     |         |21 32 56.6|+49 58 40| 5.75|-0.03|  A0V               |
323.816250|-23.454167|8247|          |205342|     |         |21 35 15.9|-23 27 15| 6.40| 1.10| gG7                |
323.324583|+45.854167|8248|          |205349|     |13784    |21 33 17.9|+45 51 15| 6.25| 1.81|  K1Ib              |*
324.512083|-64.824167|8249|          |205417|     |         |21 38 02.9|-64 49 27| 6.20| 0.03|  A0-1IV            |
323.641667|+22.754722|8250|          |205420|     |         |21 34 34.0|+22 45 17| 6.47| 0.51|  F7V               |
323.823333| -3.983056|8251|          |205423|     |         |21 35 17.6|-03 58 59| 5.77| 1.11| gG9                |
323.495417|+45.591944|8252| 73Rho Cyg|205435|     |13787    |21 33 58.9|+45 35 31| 4.02| 0.89|  G8IIIFe-0.5       |*
324.045833|-26.171389|8253|  8    PsA|205471|     |         |21 36 11.0|-26 10 17| 5.73| 0.22|  A7/8IV            |*
325.368750|-77.390000|8254|   Nu  Oct|205478|     |         |21 41 28.5|-77 23 24| 3.76| 1.00|  K0III             |*
323.694167|+38.534167|8255| 72    Cyg|205512|     |         |21 34 46.6|+38 32 03| 4.90| 1.08|  K0.5III           |
324.203750|-33.048056|8256|  7    PsA|205529|     |         |21 36 48.9|-33 02 53| 6.11| 0.22|  A7Vn              |
323.829167|+28.197222|8257|          |205539|     |         |21 35 19.0|+28 11 50| 6.31| 0.35|  F0IV              |*
323.862500|+24.452222|8258|          |205541|15115|         |21 35 27.0|+24 27 08| 6.11|     |  A4V               |*
323.614583|+51.698333|8259|          |205551|     |         |21 34 27.5|+51 41 54| 6.15| 0.02|  B9IIIe            |
324.270000|-19.466111|8260| 39Eps Cap|205637|     |Eps Cap  |21 37 04.8|-19 27 58| 4.68|-0.17|  B2.5Vpe           |*
324.057917|+30.055556|8261|          |205688|15126|         |21 36 13.9|+30 03 20| 6.36|     |  G8III-IV          |
324.010000|+45.374722|8262|          |205730|     |W Cyg    |21 36 02.4|+45 22 29| 5.53| 1.58|  M5IIIae           |*
324.390833| -0.390278|8263|          |205765|15142|         |21 37 33.8|-00 23 25| 6.25| 0.06|  A2V               |*
324.437917| -7.854167|8264| 23Xi  Aqr|205767|     |         |21 37 45.1|-07 51 15| 4.69| 0.17|  A7V               |*
324.432083| +6.618333|8265|  3    Peg|205811|15147|         |21 37 43.7|+06 37 06| 6.18| 0.02|  A2V               |*
324.237500|+40.413611|8266| 74    Cyg|205835|     |         |21 36 57.0|+40 24 49| 5.01| 0.18|  A5V               |
324.439167|+19.318611|8267|  5    Peg|205852|     |         |21 37 45.4|+19 19 07| 5.45| 0.30|  F1IV              |*
324.775417|-33.679167|8268|          |205872|     |         |21 39 06.1|-33 40 45| 6.28| 0.92|  G8IV              |
324.998750|-52.359167|8269|          |205877|     |         |21 39 59.7|-52 21 33| 6.21| 0.60|  F7III             |
324.632917| +5.771667|8270|  4    Peg|205924|15157|         |21 38 31.9|+05 46 18| 5.67| 0.25|  A9IV-Vn           |*
325.140000|-55.737500|8271|          |205935|     |         |21 40 33.6|-55 44 15| 6.33| 1.06|  K0II-III          |
324.366250|+44.696667|8272|          |205939|     |CP Cyg   |21 37 27.9|+44 41 48| 6.20| 0.19|  A7III             |*
324.867083|-10.576944|8273|          |206005|     |         |21 39 28.1|-10 34 37| 6.08| 1.03|  K0                |
324.687500|+25.498889|8274|          |206027|     |         |21 38 45.0|+25 29 56| 6.16| 1.02|  G9III             |
324.411250|+54.042222|8275|          |206040|     |         |21 37 38.7|+54 02 32| 6.15| 0.99|  K1III             |
324.754583|+20.265278|8276|          |206043|     |         |21 39 01.1|+20 15 55| 5.85| 0.32|  F2V               |
324.888750| +2.243611|8277| 25    Aqr|206067|     |         |21 39 33.3|+02 14 37| 5.10| 1.04|  K0III             |
325.022917|-16.662222|8278| 40Gam Cap|206088|     |         |21 40 05.5|-16 39 44| 3.68| 0.32|  F0p               |*
324.480000|+62.081944|8279|  9    Cep|206165|     |V337 Cep |21 37 55.2|+62 04 55| 4.73| 0.30|  B2Ib              |*
327.726250|-82.719167|8280|   Lam Oct|206240|     |         |21 50 54.3|-82 43 09| 5.29| 0.75|  G8-K0III          |*
324.740000|+57.489167|8281|          |206267|15184|         |21 38 57.6|+57 29 21| 5.62| 0.21|  O6.5V((f))        |*
325.442083|-25.101944|8282|          |206291|     |         |21 41 46.1|-25 06 07| 6.49| 1.19|  K0                |
325.387083|-14.047500|8283| 42    Cap|206301|     |         |21 41 32.9|-14 02 51| 5.18| 0.65|  G1V+G0V           |*
325.046250|+43.273889|8284| 75    Cyg|206330|15208|13834    |21 40 11.1|+43 16 26| 5.11| 1.60|  M1IIIab           |*
325.503333|-23.262778|8285| 41    Cap|206356|15223|         |21 42 00.8|-23 15 46| 5.24| 0.95|  G9III             |*
326.370000|-71.008889|8286|          |206399|     |         |21 45 28.8|-71 00 32| 6.01|-0.10|  B8IV              |*
325.542083| +1.285278|8287| 26    Aqr|206445|     |         |21 42 10.1|+01 17 07| 5.67| 1.44|  K2III             |*
325.664583|-18.866389|8288| 43Kap Cap|206453|     |         |21 42 39.5|-18 51 59| 4.73| 0.88|  G8III             |
325.564583| +5.680000|8289|  7    Peg|206487|     |13848    |21 42 15.5|+05 40 48| 5.30| 1.64|  M2IIIab           |
325.180417|+54.872222|8290|          |206509|     |         |21 40 43.3|+54 52 20| 6.20| 1.16|  K0III             |*
325.392917|+40.805278|8291| 76    Cyg|206538|     |         |21 41 34.3|+40 48 19| 6.11| 0.07|  A2V               |*
325.637500|+10.824722|8292|          |206540|     |         |21 42 33.0|+10 49 29| 6.09|-0.11|  B5IV              |
325.806250|-19.620833|8293|          |206546|     |         |21 43 13.5|-19 37 15| 6.22| 0.27|  A3m               |*
341.369167|-88.818333|8294|          |206553|     |CG Oct   |22 45 28.6|-88 49 06| 6.57| 0.28|  F0IV-V            |*
325.768333|-14.399722|8295| 44    Cap|206561|     |         |21 43 04.4|-14 23 59| 5.88| 0.25|  F0IV              |*
          |          |8296| NOVA 1876|      |     |Q Cyg    |          |         |     |     |                    |*
325.504583|+35.510278|8297|          |206570|     |V460 Cyg |21 42 01.1|+35 30 37| 6.07| 2.52|  C6.3              |*
325.535000|+45.765833|8298|          |206632|     |V1339 Cyg|21 42 08.4|+45 45 57| 6.17| 1.55|  M4III:            |*
326.122917|-38.552500|8299|          |206642|     |         |21 44 29.5|-38 33 09| 6.30| 1.12|  G5III             |
325.595417|+41.077222|8300| 77    Cyg|206644|     |         |21 42 22.9|+41 04 38| 5.69| 0.01|  A0V               |*
325.523750|+51.189722|8301| 80Pi 1Cyg|206672|     |         |21 42 05.7|+51 11 23| 4.67|-0.12|  B3IV              |*
326.004167|-14.749444|8302| 45    Cap|206677|     |         |21 44 01.0|-14 44 58| 5.99| 0.21|  F0V               |
326.329167|-49.498611|8303|          |206690|     |         |21 45 19.0|-49 29 55| 6.45| 1.15|  K1III             |
325.662083|+49.600278|8304|          |206731|     |         |21 42 38.9|+49 36 01| 6.09| 1.00|  G8II              |
326.236667|-33.025833|8305|  9Iot PsA|206742|     |         |21 44 56.8|-33 01 33| 4.34|-0.05|  A0V               |*
325.776667|+41.155000|8306|          |206749|     |13857    |21 43 06.4|+41 09 18| 5.49| 1.59|  M2IIIab           |*
325.857083|+38.283889|8307| 79    Cyg|206774|     |         |21 43 25.7|+38 17 02| 5.65| 0.00|  A0V               |*
326.046667| +9.875000|8308|  8Eps Peg|206778|15268|Eps Peg  |21 44 11.2|+09 52 30| 2.39| 1.53|  K2Ib              |*
326.035833|+28.742778|8309| 78Mu 1Cyg|206826|15270|         |21 44 08.6|+28 44 34| 4.73| 0.48|  F6V               |*
326.034583|+28.743056|8310| 78Mu 2Cyg|206827|15270|         |21 44 08.3|+28 44 35| 6.08| 0.36|  G2V               |*
326.251250| -9.082500|8311| 46    Cap|206834|     |         |21 45 00.3|-09 04 57| 5.09| 1.11|  G8II-III          |
325.689167|+59.271111|8312|          |206842|     |         |21 42 45.4|+59 16 16| 6.08| 1.34|  K1III             |
326.127917|+17.350000|8313|  9    Peg|206859|     |13864    |21 44 30.7|+17 21 00| 4.34| 1.17|  G5Ib              |
326.130417|+14.771944|8314|          |206860|     |HN Peg   |21 44 31.3|+14 46 19| 5.94| 0.59|  G0V               |*
326.161250|+25.645000|8315| 10Kap Peg|206901|15281|         |21 44 38.7|+25 38 42| 4.13| 0.43|  F5IV              |*
325.876667|+58.780000|8316|   Mu  Cep|206936|15271|Mu  Cep  |21 43 30.4|+58 46 48| 4.08| 2.35|  M2-Ia             |*
325.480417|+71.311389|8317| 11    Cep|206952|     |         |21 41 55.3|+71 18 41| 4.56| 1.10|  K1III             |
326.567917| -9.275833|8318| 47    Cap|207005|     |AG Cap   |21 46 16.3|-09 16 33| 6.00| 1.66|  M3III             |*
326.633750|-11.365833|8319| 48Lam Cap|207052|     |         |21 46 32.1|-11 21 57| 5.58|-0.01|  A1V               |
326.435417|+35.857222|8320|          |207088|     |         |21 45 44.5|+35 51 26| 6.40| 1.00|  G8III             |
326.518333|+22.948889|8321| 12    Peg|207089|     |         |21 46 04.4|+22 56 56| 5.29| 1.41|  K0IbHdel 0.5      |*
326.760000|-16.127222|8322| 49Del Cap|207098|15314|Del Cap  |21 47 02.4|-16 07 38| 2.87| 0.29|  Am                |*
327.065833|-47.303611|8323|          |207129|     |         |21 48 15.8|-47 18 13| 5.58| 0.60|  G0V               |
325.766667|+72.320278|8324|          |207130|     |         |21 43 04.0|+72 19 13| 5.17| 1.05|  K0III             |*
326.600000|+25.563333|8325|          |207134|     |         |21 46 24.0|+25 33 48| 6.28| 1.21|  K3III:            |
326.934167|-30.898333|8326| 10The PsA|207155|     |         |21 47 44.2|-30 53 54| 5.01| 0.04|  A2V               |*
326.222083|+62.460556|8327|          |207198|     |         |21 44 53.3|+62 27 38| 5.95| 0.31|  O9Ib-II           |*
326.808333| +2.686111|8328| 11    Peg|207203|     |         |21 47 14.0|+02 41 10| 5.64| 0.00|  A1V               |
326.569167|+43.060833|8329|          |207218|     |         |21 46 16.6|+43 03 39| 6.54| 0.28|  G0:III+A4V        |*
326.769583|+17.194167|8330|          |207223|     |         |21 47 04.7|+17 11 39| 6.21| 0.34|  F3V               |
327.500417|-64.712500|8331|          |207229|     |         |21 50 00.1|-64 42 45| 5.62| 1.02|  K0III             |
326.908750| -5.917222|8332|          |207235|     |         |21 47 38.1|-05 55 02| 6.17| 0.22|  A7V               |
327.696250|-69.629444|8333|   Omi Ind|207241|     |         |21 50 47.1|-69 37 46| 5.53| 1.37|  K2-3III           |
326.362083|+61.120833|8334| 10Nu  Cep|207260|     |Nu Cep   |21 45 26.9|+61 07 15| 4.29| 0.52|  A2Ia              |*
326.698333|+49.309444|8335| 81Pi 2Cyg|207330|     |         |21 46 47.6|+49 18 34| 4.23|-0.12|  B3III             |*
327.034583|+36.580556|8336|          |207446|     |         |21 48 08.3|+36 34 50| 6.47|     |  K5                |
327.421250|-12.723056|8337|          |207503|     |         |21 49 41.1|-12 43 23| 6.31| 0.22|  A3m               |*
327.122500|+38.648611|8338|          |207516|     |         |21 48 29.4|+38 38 55| 6.12|-0.08|  B8V               |
326.855417|+60.692778|8339| 12    Cep|207528|     |         |21 47 25.3|+60 41 34| 5.52| 1.52|  M1IIIb            |
327.554583|-16.844722|8340|          |207552|     |         |21 50 13.1|-16 50 41| 6.38| 1.42|  K0                |
327.362083|+20.462500|8341|          |207563|     |         |21 49 26.9|+20 27 45| 6.29|-0.10|  B2V               |
326.754167|+70.150833|8342|          |207636|     |         |21 47 01.0|+70 09 03| 6.29|     |  A0V               |
327.461250|+30.174167|8343| 14    Peg|207650|     |         |21 49 50.7|+30 10 27| 5.04|-0.03|  A1V s             |*
327.536250|+17.285556|8344| 13    Peg|207652|     |13891    |21 50 08.7|+17 17 08| 5.29| 0.37|  F2III-IV          |*
327.417083|+41.148889|8345|          |207673|     |         |21 49 40.1|+41 08 56| 6.48| 0.42|  A2Ib              |
327.924167|-18.623056|8346|          |207760|     |         |21 51 41.8|-18 37 23| 6.16| 0.36|  F0III             |
327.329167|+61.272778|8347|          |207780|     |         |21 49 19.0|+61 16 22| 6.17| 1.67|  M1II-III          |
327.892500|+19.826667|8348|          |207840|15383|         |21 51 34.2|+19 49 36| 5.77|-0.10|  B8III             |*
327.770417|+39.536667|8349|          |207857|     |V1619 Cyg|21 51 04.9|+39 32 12| 6.17|-0.08|  B9pHgMn           |*
328.075833|+21.273056|8350|          |207932|     |HO Peg   |21 52 18.2|+21 16 23| 6.89|     |  M4III             |*
328.324167|-13.551667|8351| 51Mu  Cap|207958|     |         |21 53 17.8|-13 33 06| 5.08| 0.37|  F1III             |*
328.797917|-61.886389|8352|          |207964|     |         |21 55 11.5|-61 53 11| 5.90| 0.39|  F1III             |*
328.482083|-37.365000|8353|   Gam Gru|207971|     |         |21 53 55.7|-37 21 54| 3.01|-0.12|  B8III             |
328.124583|+28.793333|8354| 15    Peg|207978|     |         |21 52 29.9|+28 47 36| 5.53| 0.42|  F6IV-V vw         |*
328.400000|-10.311667|8355|          |208008|     |         |21 53 36.0|-10 18 42| 6.59|-0.12|  B9V               |*
328.265833|+25.925000|8356| 16    Peg|208057|     |         |21 53 03.8|+25 55 30| 5.08|-0.17|  B3Ve              |*
328.004167|+55.796944|8357|          |208095|15405|13909    |21 52 01.0|+55 47 49| 5.71|-0.13|  B6IV-V            |*
328.405833|+19.668333|8358|          |208108|     |         |21 53 37.4|+19 40 06| 5.68| 0.01|  A0V s             |
328.490833| +6.864444|8359|          |208110|     |         |21 53 57.8|+06 51 52| 6.15| 0.80|  G0III s           |*
328.543333| -4.276111|8360|          |208111|     |         |21 54 10.4|-04 16 34| 5.71| 1.18|  K2III             |
327.905417|+65.752778|8361|          |208132|15407|         |21 51 37.3|+65 45 10| 6.37|     |  A1m               |*
329.058333|-57.899444|8362|   Pi  Ind|208149|     |         |21 56 14.0|-57 53 58| 6.19| 0.21|  Am                |*
328.649583| -3.301111|8363|          |208177|15432|         |21 54 35.9|-03 18 04| 6.20| 0.48|  F5IV              |*
328.572500|+19.718333|8364|          |208202|15431|         |21 54 17.4|+19 43 06| 6.39| 0.97|  K0III+F7V         |*
328.981667|-30.606389|8365|          |208285|     |         |21 55 55.6|-30 36 23| 6.41| 0.93|  G8III             |
329.095000|-37.253611|8366|          |208321|     |         |21 56 22.8|-37 15 13| 5.46| 0.08|  A2Vn              |
329.259167|-37.746944|8367|          |208435|     |BZ Gru   |21 57 02.2|-37 44 49| 6.18| 0.33|  F1III-IV          |*
329.479583|-54.992500|8368|   Del Ind|208450|     |         |21 57 55.1|-54 59 33| 4.40| 0.28|  F0IV              |*
329.625417|-59.012222|8369|   Kap1Ind|208496|     |BG Ind   |21 58 30.1|-59 00 44| 6.12| 0.46|  F3V               |*
330.467083|-77.662500|8370|          |208500|     |         |22 01 52.1|-77 39 45| 6.41| 0.22|  A5IV-V            |
328.721667|+56.611389|8371| 13    Cep|208501|     |13963    |21 54 53.2|+56 36 41| 5.80| 0.73|  B8Ib              |*
329.100000|+21.239722|8372|          |208527|     |         |21 56 24.0|+21 14 23| 6.40| 1.70|  K5V               |
329.235000|+12.076389|8373| 17    Peg|208565|     |         |21 56 56.4|+12 04 35| 5.54| 0.05|  A2Vnn             |
328.836250|+61.541944|8374|          |208606|     |         |21 55 20.7|+61 32 31| 6.13| 1.60|  G8Ib              |*
328.879583|+65.320833|8375|          |208682|15467|13966    |21 55 31.1|+65 19 15| 5.86|-0.06|  B2.5Ve            |*
329.555417| -5.424722|8376|          |208703|     |         |21 58 13.3|-05 25 29| 6.33| 0.37|  F5IV              |
329.259167|+48.668611|8377|          |208727|     |         |21 57 02.2|+48 40 07| 6.42|-0.08|  B8V               |
329.682500|-21.182778|8378|          |208735|     |         |21 58 43.8|-21 10 58| 6.12| 1.65|  M4III             |
329.824583|-38.395278|8379|          |208737|     |         |21 59 17.9|-38 23 43| 5.50| 1.00|  K0III             |
330.765833|-76.118611|8380|          |208741|     |         |22 03 03.8|-76 07 07| 5.95| 0.39|  F3III             |
330.100417|-55.882778|8381|          |208796|     |         |22 00 24.1|-55 52 58| 6.01|-0.10|  B9IV-V            |
329.729167| -4.373056|8382|          |208801|     |         |21 58 55.0|-04 22 23| 6.22| 1.00|  K2V               |
329.162917|+63.625556|8383|          |208816|     |VV Cep   |21 56 39.1|+63 37 32| 4.91| 1.77|  M2Iaep+B8Ve       |*
329.296250|+66.156111|8384|          |208947|     |         |21 57 11.1|+66 09 22| 6.43|-0.05|  B2V               |*
330.032917| +6.717500|8385| 18    Peg|209008|     |         |22 00 07.9|+06 43 03| 6.00|-0.12|  B3III             |
330.209167|-28.453611|8386| 12Eta PsA|209014|15536|13993    |22 00 50.2|-28 27 13| 5.42|-0.09|  B8V               |*
330.840000|-56.786111|8387|   Eps Ind|209100|     |         |22 03 21.6|-56 47 10| 4.69| 1.06|  K4-5V             |*
329.722500|+62.698333|8388|          |209112|     |         |21 58 53.4|+62 41 54| 5.93| 1.67|  M3IIIab           |
